"id","CountryName","CountryCode","IndicatorName","IndicatorCode",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
481,"Angola","AGO","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",34.737,35.07,35.421,35.789,36.173,36.568,36.971,37.379,37.787,38.194,38.601,39.011,39.426,39.843,40.258,40.663,41.05,41.412,41.742,42.039,42.299,42.52,42.71,42.877,43.026,43.163,43.289,43.41,43.537,43.682,43.854,44.056,44.296,44.588,44.948,45.403,45.978,46.68,47.508,48.453,49.502,50.635,51.819,53.023,54.222,55.404,56.568,57.714,58.836,59.911,60.908,61.795,62.556,63.188,63.695,64.094,"",""
482,"Angola","AGO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",31.787,32.098,32.428,32.774,33.136,33.511,33.897,34.292,34.693,35.096,35.503,35.916,36.336,36.756,37.168,37.557,37.909,38.211,38.461,38.659,38.808,38.919,39.009,39.091,39.174,39.255,39.329,39.391,39.446,39.507,39.589,39.707,39.881,40.127,40.462,40.903,41.464,42.141,42.923,43.802,44.767,45.808,46.904,48.031,49.167,50.296,51.412,52.508,53.571,54.581,55.506,56.321,57.016,57.592,58.056,58.423,"",""
483,"Angola","AGO","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",7.478,7.524,7.563,7.592,7.611,7.619,7.618,7.613,7.608,7.604,7.601,7.603,7.606,7.611,7.614,7.615,7.609,7.594,7.571,7.54,7.504,7.469,7.438,7.413,7.394,7.38,7.366,7.349,7.324,7.291,7.247,7.193,7.13,7.063,6.992,6.922,6.854,6.791,6.734,6.683,6.639,6.602,6.568,6.536,6.502,6.465,6.42,6.368,6.307,6.238,6.162,6.082,6,5.92,5.841,5.766,"",""
484,"Angola","AGO","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS",24.60123,24.99663,25.39202,25.89918,26.40634,26.9135,27.42066,27.92782,28.44782,28.96783,29.48784,30.00784,30.52785,31.05969,31.59153,32.12337,32.65521,33.18705,33.5115,33.83596,34.16041,34.48487,34.80933,35.00006,35.1908,35.38153,35.57227,35.763,36.03783,36.31266,36.58748,36.86231,37.13714,37.83334,38.52954,39.22575,39.92195,40.61815,42.14985,43.68155,45.21325,46.74496,48.27666,49.93533,51.594,53.25268,54.91135,56.57002,58.02418,59.47834,60.9325,62.38665,63.84081,64.35698,64.87315,65.38931,"",""
485,"Angola","AGO","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS",19.70463,20.04963,20.39462,20.846,21.29737,21.74874,22.20011,22.65148,23.14312,23.63476,24.1264,24.61804,25.10968,25.5912,26.07271,26.55422,27.03573,27.51725,27.67204,27.82683,27.98163,28.13642,28.29121,28.42128,28.55135,28.68142,28.81149,28.94156,29.07257,29.20358,29.33459,29.46559,29.5966,30.26288,30.92915,31.59543,32.26171,32.92798,34.28348,35.63897,36.99446,38.34996,39.70545,41.2518,42.79816,44.34451,45.89086,47.43722,48.74808,50.05895,51.36981,52.68068,53.99155,54.46891,54.94628,55.42365,"",""
641,"Albania","ALB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",54.4408,56.1654,57.89,55.368,52.846,50.324,47.802,45.28,42.1176,38.9552,35.7928,32.6304,29.468,28.6554,27.8428,27.0302,26.2176,25.405,23.6676,21.9302,20.1928,18.4554,16.718,16.6428,16.5676,16.4924,16.4172,16.342,16.8202,17.2984,17.7766,18.2548,18.733,18.8524,18.9718,19.0912,19.2106,19.33,19.311,19.292,19.273,19.254,19.235,19.108,18.981,18.854,18.727,18.6,19.0396,19.4792,19.9188,20.3584,20.798,21.1438,21.4896,21.8354,"",""
642,"Albania","ALB","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE",151.058,139.856,128.654,129.676,130.698,131.72,132.743,133.765,131.93,130.095,128.26,126.425,124.59,121.461,118.332,115.203,112.075,108.946,105.126,101.307,97.488,93.668,89.849,86.023,82.196,78.37,74.543,70.717,71.986,73.255,74.524,75.793,77.062,76.007,74.951,73.895,72.839,71.783,69.539,67.295,65.051,62.807,60.562,60.346,60.13,59.914,59.697,59.481,58.188,56.895,55.601,54.308,53.015,52.355,51.695,51.035,"",""
643,"Albania","ALB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA",160.48,150.942,141.405,143.06,144.716,146.372,148.027,149.683,152.04,154.398,156.756,159.113,161.471,158.009,154.547,151.085,147.623,144.162,143.457,142.752,142.048,141.343,140.639,139.531,138.422,137.314,136.206,135.098,137.983,140.867,143.752,146.637,149.521,147.646,145.771,143.896,142.021,140.146,134.877,129.608,124.34,119.071,113.802,112.225,110.647,109.069,107.492,105.914,101.527,97.139,92.752,88.365,83.977,82.646,81.315,79.984,"",""
645,"Albania","ALB","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",63.247,64.325,65.261,66.017,66.585,66.987,67.273,67.517,67.779,68.084,68.441,68.84,69.247,69.64,70.014,70.37,70.711,71.045,71.382,71.725,72.085,72.472,72.885,73.315,73.746,74.15,74.488,74.741,74.902,74.978,74.992,74.981,74.985,75.039,75.158,75.352,75.618,75.931,76.269,76.616,76.953,77.264,77.541,77.782,77.988,78.17,78.344,78.528,78.733,78.962,79.209,79.462,79.705,79.927,80.124,80.297,"",""
646,"Albania","ALB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",61.309,62.272,63.117,63.811,64.346,64.723,64.962,65.116,65.233,65.346,65.496,65.714,66.004,66.356,66.762,67.19,67.596,67.943,68.204,68.376,68.475,68.533,68.59,68.673,68.788,68.92,69.04,69.12,69.145,69.122,69.07,69.017,68.997,69.037,69.15,69.347,69.631,69.982,70.376,70.797,71.215,71.6,71.937,72.223,72.461,72.678,72.911,73.192,73.539,73.95,74.404,74.867,75.299,75.671,75.974,76.209,"",""
647,"Albania","ALB","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",6.489,6.401,6.282,6.133,5.96,5.773,5.581,5.394,5.218,5.057,4.91,4.775,4.642,4.509,4.373,4.235,4.099,3.966,3.841,3.725,3.621,3.53,3.452,3.383,3.323,3.269,3.217,3.164,3.108,3.046,2.978,2.905,2.829,2.751,2.672,2.591,2.507,2.422,2.334,2.246,2.157,2.068,1.981,1.897,1.821,1.754,1.703,1.668,1.65,1.646,1.653,1.668,1.685,1.7,1.71,1.714,"",""
648,"Albania","ALB","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS",68.06445,69.86953,71.67461,71.99951,72.32442,72.64932,72.97423,73.29913,73.90025,74.50136,75.10248,75.70359,76.30471,76.86127,77.41782,77.97438,78.53094,79.08749,79.69184,80.29619,80.90054,81.50489,82.10924,82.76361,83.41798,84.07235,84.72672,85.3811,85.33507,85.28905,85.24303,85.197,85.15098,85.40046,85.64993,85.89941,86.14889,86.39836,86.80686,87.21536,87.62386,88.03236,88.44086,88.60552,88.77019,88.93485,89.09951,89.26418,89.4526,89.64103,89.82945,90.01788,90.2063,90.34531,90.48432,90.62333,"",""
649,"Albania","ALB","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS",64.94699,66.52816,68.10933,68.37164,68.63395,68.89626,69.15858,69.42089,69.51296,69.60503,69.6971,69.78917,69.88125,70.57776,71.27427,71.97078,72.66729,73.3638,73.43087,73.49795,73.56502,73.63209,73.69916,73.97778,74.25641,74.53503,74.81365,75.09227,74.85026,74.60825,74.36624,74.12423,73.88222,74.22791,74.5736,74.91929,75.26498,75.61067,76.50871,77.40674,78.30478,79.20282,80.10086,80.29339,80.48592,80.67846,80.87099,81.06352,81.77611,82.48869,83.20128,83.91387,84.62645,84.88075,85.13506,85.38936,"",""
969,"Arab World","ARB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",133.5946008577,134.1890942696,134.8858665163,134.53744686,134.1462259259,133.6202244862,132.7339277836,131.7304708759,129.2636953001,126.8133626293,124.4579262165,122.1949212133,120.0674320364,118.1230222107,116.1640398425,114.1361344644,112.0335922695,109.8584920731,106.1313768346,102.4574134314,98.8677737993,95.3775782031,91.9448927703,88.1631952336,84.3681447373,80.5479113231,76.6740700316,72.7895301596,71.5017620659,70.2498905152,69.3855271852,68.1229042269,67.2267595697,65.1746805838,63.1032187556,60.8393481338,58.7059576112,56.5387894322,55.6096322427,54.7240448063,53.8848658964,52.9567463406,52.0606949989,51.6263129276,51.2356466782,50.8842808979,50.5035774747,50.1760005551,50.0590988313,49.9603077604,49.8761011143,49.829937421,49.7839340269,49.2882967497,48.7574166062,48.1543220699,"",""
970,"Arab World","ARB","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE",298.7319568264,294.9413743902,290.9191984085,286.0053837106,281.160519015,276.452929685,271.8162067782,267.3080243261,262.9636671898,258.5749927394,254.1084820297,249.5849914012,245.0119398056,240.7886744003,236.6829400222,232.7259762695,228.9911660215,225.3778232221,220.2565543611,215.0496943073,209.7064221013,204.1104728829,198.3824983459,194.2144207407,190.0412274121,185.9023754185,181.7995143002,177.7278428803,174.8146508242,171.9260308471,168.9333014012,166.0135437706,163.7625285307,161.2263533498,158.7010879934,155.6892634381,153.0971881896,150.5366462494,148.6377053707,146.7742290856,144.9448355458,143.136080123,141.3529792633,138.9866361965,136.631842565,134.2787119913,131.8421077771,129.416374761,127.4826811835,125.5994137296,123.7740018686,122.0171637951,120.2927733469,118.646150852,117.0401823693,115.4637010517,"",""
971,"Arab World","ARB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA",359.3146904721,354.8004184906,350.2061350756,345.4296129296,340.6512542422,335.8942480063,331.1687919602,326.4863428974,321.9779558656,317.4428868101,312.8700658106,308.2121286193,303.5110018481,298.8819254978,294.3778986791,290.0278678389,285.9393734584,281.9737019181,280.7719533468,279.4161417998,277.8612045707,275.870882932,273.6782733286,266.7484158416,259.8291640539,252.9572664306,246.1442074328,239.3692928691,235.8924941372,232.4892553152,228.9062969058,225.6164143215,223.6394255182,220.4792481631,217.3575835848,213.3113851681,210.1870988423,207.064548239,204.3325321479,201.6246294863,198.9301749041,196.0701204296,193.2211520101,190.4145793297,187.5560184666,184.6228700177,181.4473820047,178.2342669217,176.1854799198,174.274908943,172.4920943514,170.670006482,168.7547923075,166.5598936853,164.4975101624,162.5693076558,"",""
973,"Arab World","ARB","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",47.9060562039,48.4853876147,49.0678271849,49.6588865458,50.2603726999,50.8664840723,51.4661088561,52.0504943267,52.6165766376,53.1693312407,53.7165597635,54.270969868,54.844021777,55.4403242093,56.0586989621,56.7012321164,57.3690451075,58.0579744448,58.7657007155,59.4935688947,60.2385316434,60.9921803216,61.7409133561,62.4687998175,63.1588477644,63.794987959,64.3688349586,64.885176241,65.3509145493,65.7729670587,66.19429816,66.5676007502,66.886918301,67.2608778054,67.6362468213,68.040169256,68.3981284003,68.7336548335,69.040045802,69.3174139676,69.5707720551,69.8094122293,70.0442617233,70.2841047658,70.5328955397,70.7877912332,71.0421296538,71.2869495417,71.5142129995,71.7224765625,71.9146268614,72.0985190372,72.2826318265,72.4734050482,72.6711872788,72.8757610183,"",""
974,"Arab World","ARB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",45.7768792162,46.3613204107,46.9394554228,47.5143767825,48.0861885954,48.6514056695,49.2013299125,49.732925918,50.2481652424,50.7543377444,51.2647649043,51.7973185246,52.3606471603,52.9527688241,53.5623363287,54.1703441442,54.7537940051,55.2993344556,55.8076595204,56.2932198823,56.7817233354,57.3019601159,57.8714338376,58.4934037361,59.1549471973,59.8289914628,60.4842151122,61.0924007767,61.6331610283,62.1026595009,62.5447318842,62.9078115246,63.175743746,63.5304050863,63.8909309333,64.3116658144,64.6724459081,65.0213190717,65.3486803343,65.6538320837,65.9378864493,66.2053614835,66.4614782934,66.7142117825,66.9672963821,67.2207285052,67.4716647182,67.7140762669,67.9411385495,68.1502647936,68.3435614863,68.5287112264,68.7140633181,68.9037198493,69.0974728347,69.2942488798,"",""
975,"Arab World","ARB","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",6.9487466708,6.9713700454,6.992349521,7.0092646735,7.0201050423,7.0231593594,7.0158237764,6.9986281976,6.9722049546,6.9361107388,6.8919750228,6.8419810122,6.7889412935,6.735216018,6.6820122564,6.629874696,6.5777911174,6.5242998398,6.4669519073,6.4040735901,6.3357556105,6.2603704991,6.1789561962,6.0902733152,5.9941504144,5.8887245345,5.7702484494,5.6401182995,5.4993880024,5.3495054419,5.2061922994,5.0455184086,4.9018785245,4.7371339811,4.5758055337,4.4106930901,4.2678180853,4.1358822311,4.0158821473,3.9091088679,3.8162257525,3.7361411931,3.6673746256,3.6089117664,3.5597601324,3.5210015442,3.4933509848,3.4768049524,3.4701264895,3.4697364914,3.4716657749,3.4700027405,3.4613472549,3.4428286571,3.4132994549,3.3738396859,"",""
976,"Arab World","ARB","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS",44.8104650622,45.5319141801,46.2630617859,47.0899014675,47.9150226643,48.7363490688,49.5566844213,50.3724251195,51.1132268228,51.8582988469,52.6081824498,53.3674236499,54.1300128487,55.0438198629,55.9425244931,56.8225122215,57.6726034408,58.5047486127,59.5311683915,60.5666950006,61.6187419015,62.706601395,63.8113128549,64.702682597,65.5927228526,66.475841985,67.3498791893,68.2181158718,68.8014950097,69.3809922963,69.9928742692,70.5790344225,71.0608505325,71.6157906084,72.1672076428,72.7886044157,73.3446818893,73.8946317525,74.2567129758,74.613211904,74.9646527724,75.3122218156,75.6563235834,76.0675996165,76.4772130244,76.8863941173,77.3079548733,77.7272839667,78.0278669905,78.3210860237,78.6059383716,78.8790791603,79.1478520715,79.4418757936,79.7297608168,80.0131086317,"",""
977,"Arab World","ARB","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS",39.3844366658,40.1052741586,40.8265262728,41.5511251206,42.2791097791,43.0116403578,43.7458271028,44.4821847584,45.1628004311,45.8467093853,46.5333358364,47.2344797218,47.9403882217,48.7983245957,49.6420698281,50.4679888955,51.2612833488,52.0385228626,52.6231554486,53.2219310529,53.8417899832,54.5126758784,55.2059664378,56.2644632654,57.3217270423,58.3726438842,59.4145513021,60.4523674591,61.0215839339,61.5809742117,62.1730269071,62.7191880167,63.0777347231,63.6571690434,64.2302183473,64.933759399,65.5043198177,66.0737837205,66.5166078936,66.9562436145,67.3942850898,67.8526243891,68.3098886911,68.777744429,69.2523157233,69.7366976493,70.2547328285,70.7770407947,71.1467339743,71.4967848136,71.8267781182,72.1503554803,72.4787950089,72.8077638076,73.1210468934,73.4194539076,"",""
1133,"United Arab Emirates","ARE","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",176.9228,176.4004,175.878,175.3504,174.8228,174.2952,173.7676,173.24,171.14,169.04,166.94,164.84,162.74,159.1704,155.6008,152.0312,148.4616,144.892,139.2702,133.6484,128.0266,122.4048,116.783,108.2294,99.6758,91.1222,82.5686,74.015,67.5586,61.1022,54.6458,48.1894,41.733,38.8972,36.0614,33.2256,30.3898,27.554,27.1554,26.7568,26.3582,25.9596,25.561,26.4232,27.2854,28.1476,29.0098,29.872,29.4226,28.9732,28.5238,28.0744,27.625,28.4394,29.2538,30.0682,"",""
1134,"United Arab Emirates","ARE","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE",253.996,246.851,239.707,233.785,227.863,221.942,216.02,210.098,205.107,200.116,195.125,190.133,185.142,180.838,176.533,172.228,167.924,163.619,159.811,156.004,152.196,148.388,144.58,141.139,137.698,134.257,130.816,127.376,124.189,121.002,117.816,114.629,111.442,108.278,105.115,101.951,98.787,95.623,92.397,89.17,85.943,82.717,79.49,76.507,73.524,70.541,67.557,64.574,63.499,62.424,61.349,60.274,59.199,58.346,57.493,56.639,"",""
